resample,F1-Score,Accuracy,Sensitivity,AUC
ADA,0.95550074,0.943272998693786,0.1728395061728395,0.5700641633230947
ADA,0.95550074,0.7919387945512223,0.6728395061728395,0.7342454217414129
ADA,0.95550074,0.9152827019966412,0.7160493827160493,0.8187712759260448
ADA,0.95550074,0.759843254338496,0.6111111111111112,0.6877953092596156
ADA,0.95550074,0.759843254338496,0.6111111111111112,0.6877953092596156
ADA,0.95550074,0.4513901847359582,0.654320987654321,0.5496927239599294
ADA,0.95550074,0.799029669714499,0.5061728395061729,0.6571656962587626
RUS,0.95550074,0.7626422840082104,0.8333333333333334,0.7968860239881984
RUS,0.95550074,0.748833737637619,0.7962962962962963,0.7718252695643498
RUS,0.95550074,0.7581638365366673,0.6604938271604939,0.7108511083079745
RUS,0.95550074,0.8035081171860422,0.7222222222222222,0.7641320847497487
RUS,0.95550074,0.7880201530136219,0.845679012345679,0.8159509166019332
RUS,0.95550074,0.7837283075200597,0.8209876543209876,0.8017772599101571
RUS,0.95550074,0.7497667475275238,0.6604938271604939,0.7065216874882708
RUS,0.95550074,0.8133980220190334,0.7407407407407407,0.7782018115864566
RUS,0.95550074,0.7251352864340362,0.6666666666666666,0.6968122634853441
RUS,0.95550074,0.726068296323941,0.6666666666666666,0.6972933102430888
RUS,0.95550074,0.7850345213659264,0.382716049382716,0.5901457868618409
RUS,0.95550074,0.8445605523418548,0.4135802469135802,0.6357876220136499
ENN,0.95550074,0.9087516327673072,0.5185185185185185,0.7197172157726325
ENN,0.95550074,0.8290725881694346,0.5617283950617284,0.699567295471984
ENN,0.95550074,0.7889531629035268,0.6790123456790124,0.7356962825181669
ENN,0.95550074,0.9535361074827392,0.1851851851851851,0.581336098461363
ENN,0.95550074,0.9479380481433104,0.4938271604938271,0.7279603379917663
ENN,0.95550074,0.916588915842508,0.654320987654321,0.7895426373715131
ENN,0.95550074,0.7971636499346894,0.6666666666666666,0.7339490731832466
ENN,0.95550074,0.9615599925359208,0.382716049382716,0.6811598334271671
ENN,0.95550074,0.793618212353051,0.5493827160493827,0.6753070978746047
ENN,0.95550074,0.78764694905766,0.5617283950617284,0.6782088194281126
ENN,0.95550074,0.6531069229333831,0.4876543209876543,0.5729593521428554
ENN,0.95550074,0.9697704795670834,0.0,0.5
TL,0.95550074,0.9094980406792312,0.4506172839506173,0.6872097387619163
TL,0.95550074,0.8410151147602165,0.6111111111111112,0.7296463771834177
TL,0.95550074,0.804254525097966,0.654320987654321,0.7316246077390327
TL,0.95550074,0.9695838775891024,0.0123456790123456,0.505884211451526
TL,0.95550074,0.9544691173726442,0.3888888888888889,0.6804940884698437
TL,0.95550074,0.927785034521366,0.5925925925925926,0.7654130944490767
TL,0.95550074,0.7995894756484418,0.6604938271604939,0.7322095843518459
TL,0.95550074,0.9701436835230454,0.074074074074074,0.5360749435215473
TL,0.95550074,0.748833737637619,0.6234567901234568,0.6880993783213014
TL,0.95550074,0.743049076320209,0.6358024691358025,0.6910973092263581
TL,0.95550074,0.4103377495801455,0.7098765432098766,0.555438560232993
TL,0.95550074,0.9697704795670834,0.0,0.5
NONE,0.9267533,0.8642728734979658,0.3123359580052493,0.5933698867927679
NONE,0.9267533,0.7973791276374302,0.4383202099737532,0.6211449775599845
NONE,0.9267533,0.7092913236824676,0.6167979002624672,0.6638934820963539
NONE,0.9267533,0.981975588986659,0.0,0.5
NONE,0.9267533,0.943845207682846,0.4356955380577428,0.6944339809092008
NONE,0.9267533,0.9349512725896488,0.5958005249343832,0.7684884977613092
NONE,0.9267533,0.77713123285079,0.6745406824146981,0.7267774954203856
NONE,0.9267533,0.984009840098401,0.2519685039370078,0.624707574221238
NONE,0.9267533,0.8803576497303435,0.5905511811023622,0.7381141510368003
NONE,0.9267533,0.879600719084114,0.5905511811023622,0.7377287388866822
NONE,0.9267533,0.8246286309016936,0.5144356955380578,0.672378998224297
NONE,0.9267533,0.981975588986659,0.0,0.5
ROS,0.9267533,0.787917494559561,0.4593175853018372,0.6266333072724921
ROS,0.9267533,0.7875863374018356,0.4566929133858268,0.6251764417581926
ROS,0.9267533,0.7056959031128773,0.6299212598425197,0.6685040128764075
ROS,0.9267533,0.7412716434856657,0.6614173228346457,0.7020773563154296
ROS,0.9267533,0.9279023559466364,0.6561679790026247,0.7945290441816611
ROS,0.9267533,0.9284227457659192,0.5695538057742782,0.7522818409803125
ROS,0.9267533,0.7758066042198883,0.6745406824146981,0.7261030241576791
ROS,0.9267533,0.9006528526823729,0.7716535433070866,0.8373371055168184
ROS,0.9267533,0.8378276090453213,0.6614173228346457,0.751241493714861
ROS,0.9267533,0.8370706783990917,0.6614173228346457,0.7508560815647429
ROS,0.9267533,0.824675939067083,0.5144356955380578,0.6724030864836793
ROS,0.9267533,0.8728829595988268,0.5721784776902887,0.7252904721640248
SMOTE,0.9267533,0.9343835746049768,0.1154855643044619,0.532450109800735
SMOTE,0.9267533,0.916217239095468,0.1574803149606299,0.5438121813758682
SMOTE,0.9267533,0.7170971709717097,0.6036745406824147,0.6614268064013317
SMOTE,0.9267533,0.8235405430977387,0.5144356955380578,0.6718249682585024
SMOTE,0.9267533,0.9641877188002648,0.2545931758530184,0.6159028412386448
SMOTE,0.9267533,0.833427949664112,0.5013123359580053,0.6704181759763048
SMOTE,0.9267533,0.7759485287160564,0.7034120734908137,0.7403460136206778
SMOTE,0.9267533,0.9176364840571484,0.6771653543307087,0.7996078734846684
SMOTE,0.9267533,0.8856561642539502,0.5774278215223098,0.7343707975945124
SMOTE,0.9267533,0.8856561642539502,0.5774278215223098,0.7343707975945124
SMOTE,0.9267533,0.8247705553978617,0.5144356955380578,0.6724512630024441
SMOTE,0.9267533,0.8752010597029047,0.5721784776902887,0.7264707968737611
ADA,0.9267533,0.9339578011164728,0.1233595800524934,0.5360980585621623
ADA,0.9267533,0.9186299555303246,0.1312335958005249,0.5321582056181408
ADA,0.9267533,0.7137855993944555,0.6010498687664042,0.6584523805459424
ADA,0.9267533,0.8111931119311193,0.5249343832020997,0.6706909233541934
ADA,0.9267533,0.9618696186961868,0.2440944881889764,0.6095695257344169
ADA,0.9267533,0.8976251300974548,0.4330708661417323,0.6696115037939958
ADA,0.9267533,0.7494086479326332,0.7270341207349081,0.7384267293947702
ADA,0.9267533,0.938073611505346,0.5958005249343832,0.7700783228805461
ADA,0.9267533,0.834516037468067,0.6430446194225722,0.7405375816677345
ADA,0.9267533,0.834516037468067,0.6430446194225722,0.7405375816677345
ADA,0.9267533,0.8135112120351973,0.5144356955380578,0.6667182572694385
ADA,0.9267533,0.8413757214495222,0.6351706036745407,0.7401656361823106
RUS,0.9267533,0.6635443277509698,0.7480314960629921,0.7050125202047388
RUS,0.9267533,0.6879553410918725,0.6325459317585301,0.660759163306639
RUS,0.9267533,0.7091493991862996,0.5826771653543307,0.6470739972361093
RUS,0.9267533,0.6641593339010313,0.7270341207349081,0.6950196859877267
RUS,0.9267533,0.7946825622102375,0.8293963254593176,0.811720853869997
RUS,0.9267533,0.7714542530040686,0.7637795275590551,0.767687326047678
RUS,0.9267533,0.7704134733655029,0.6561679790026247,0.714339228697728
RUS,0.9267533,0.8017787870186395,0.6902887139107612,0.7470569647503413
RUS,0.9267533,0.827277888163497,0.6351706036745407,0.7329873348863621
RUS,0.9267533,0.8374491437222065,0.6325459317585301,0.7368780629549504
RUS,0.9267533,0.8253382533825339,0.5144356955380578,0.6727403221150327
RUS,0.9267533,0.8729302677642161,0.4960629921259842,0.6879553771633439
ENN,0.9267533,0.8619074652284985,0.3385826771653543,0.6050479508098777
ENN,0.9267533,0.7946352540448481,0.4409448818897638,0.6210361062144296
ENN,0.9267533,0.7021950988740656,0.6325459317585301,0.6680097293807346
ENN,0.9267533,0.9779543949285646,0.0131233595800524,0.5043937364456123
ENN,0.9267533,0.9428044280442804,0.4855643044619422,0.7183807454766231
ENN,0.9267533,0.9317816255085628,0.6561679790026247,0.796504281451016
ENN,0.9267533,0.7725423408080234,0.6666666666666666,0.7205761911644264
ENN,0.9267533,0.9808875011827042,0.3543307086614173,0.6733594093482932
ENN,0.9267533,0.8802630333995648,0.5905511811023622,0.7380659745180356
ENN,0.9267533,0.8795061027533352,0.5905511811023622,0.7376805623679176
ENN,0.9267533,0.8134639038698079,0.5144356955380578,0.666694169010056
ENN,0.9267533,0.9784747847478474,0.2047244094488189,0.5987007892982882
TL,0.9267533,0.8659759674519822,0.2992125984251969,0.587795825637419
TL,0.9267533,0.7972372031412622,0.4409448818897638,0.6223609604804603
TL,0.9267533,0.7105213359825906,0.6194225721784777,0.6658080245389184
TL,0.9267533,0.981975588986659,0.0,0.5
TL,0.9267533,0.943987132179014,0.4120734908136483,0.6829120163997422
TL,0.9267533,0.9348566562588704,0.5931758530183727,0.7671520735439217
TL,0.9267533,0.7759485287160564,0.6745406824146981,0.7261752889358262
TL,0.9267533,0.983867915602233,0.2467191601049868,0.6220588140458451
TL,0.9267533,0.8803576497303435,0.5905511811023622,0.7381141510368003
TL,0.9267533,0.879600719084114,0.5905511811023622,0.7377287388866822
TL,0.9267533,0.8246286309016936,0.5144356955380578,0.672378998224297
TL,0.9267533,0.981975588986659,0.0,0.5
RUS,0.82135674,0.6992920898738073,0.7323943661971831,0.7156603852146644
RUS,0.82135674,0.7072176054170514,0.6690140845070423,0.688326864876829
RUS,0.82135674,0.742305324715297,0.5633802816901409,0.6538311086371974
RUS,0.82135674,0.6755155432440751,0.6549295774647887,0.6653362684274309
RUS,0.82135674,0.7471529701446599,0.795774647887324,0.7711952436573698
RUS,0.82135674,0.7466143428747307,0.7816901408450704,0.7639584981493129
RUS,0.82135674,0.7049861495844876,0.6126760563380281,0.6593409844472153
RUS,0.82135674,0.6808248691905202,0.7394366197183099,0.709806998205195
RUS,0.82135674,0.2665435518621114,0.9366197183098592,0.5978804208477878
RUS,0.82135674,0.2665435518621114,0.9366197183098592,0.5978804208477878
RUS,0.82135674,0.2880886426592798,0.7394366197183099,0.5112695779469097
RUS,0.82135674,0.195906432748538,0.9507042253521126,0.5691361487737691
ENN,0.82135674,0.8977377654662974,0.5704225352112676,0.7358880997201507
ENN,0.82135674,0.886503539550631,0.6267605633802817,0.7580667606072095
ENN,0.82135674,0.7379963065558633,0.6267605633802817,0.6829928536521761
ENN,0.82135674,0.9882271468144044,0.0070422535211267,0.5030543459919311
ENN,0.82135674,0.927823945829486,0.5633802816901409,0.7476151447349102
ENN,0.82135674,0.9266697445367804,0.5845070422535211,0.7574783538636518
ENN,0.82135674,0.7151431209602955,0.6408450704225352,0.6784044863548805
ENN,0.82135674,0.9873807325330872,0.0774647887323943,0.5374487472524583
ENN,0.82135674,0.2713911972914743,0.9366197183098592,0.6003310198831076
ENN,0.82135674,0.2713911972914743,0.9366197183098592,0.6003310198831076
ENN,0.82135674,0.2899353647276085,0.7394366197183099,0.5122031394841744
ENN,0.82135674,0.9890735610957218,0.0,0.5
TL,0.82135674,0.9032009849184364,0.5352112676056338,0.7212387441186718
TL,0.82135674,0.8914281317328409,0.6338028169014085,0.7640384864030927
TL,0.82135674,0.7403816558941213,0.6267605633802817,0.6841987039711429
TL,0.82135674,0.9890735610957218,0.0,0.5
TL,0.82135674,0.9291320406278856,0.5352112676056338,0.7343475040377632
TL,0.82135674,0.9256694367497692,0.5985915492957746,0.7639371314239881
TL,0.82135674,0.7160664819944599,0.647887323943662,0.6823534954866902
TL,0.82135674,0.9892274546014158,0.0352112676056338,0.5174889386106588
TL,0.82135674,0.2713911972914743,0.9366197183098592,0.6003310198831076
TL,0.82135674,0.2713911972914743,0.9366197183098592,0.6003310198831076
TL,0.82135674,0.2899353647276085,0.7394366197183099,0.5122031394841744
TL,0.82135674,0.9890735610957218,0.0,0.5
NONE,0.82135674,0.9032009849184364,0.5352112676056338,0.7212387441186718
NONE,0.82135674,0.8914281317328409,0.6338028169014085,0.7640384864030927
NONE,0.82135674,0.7403816558941213,0.6267605633802817,0.6841987039711429
NONE,0.82135674,0.9890735610957218,0.0,0.5
NONE,0.82135674,0.9295167743921208,0.5422535211267606,0.7380242243878707
NONE,0.82135674,0.927900892582333,0.5915492957746479,0.7615829565850055
NONE,0.82135674,0.7177593105570945,0.647887323943662,0.6832092602291828
NONE,0.82135674,0.9891505078485688,0.0492957746478873,0.5244144969396274
NONE,0.82135674,0.2713911972914743,0.9366197183098592,0.6003310198831076
NONE,0.82135674,0.2713911972914743,0.9366197183098592,0.6003310198831076
NONE,0.82135674,0.2899353647276085,0.7394366197183099,0.5122031394841744
NONE,0.82135674,0.9890735610957218,0.0,0.5
ROS,0.82135674,0.8856571252693136,0.6619718309859155,0.7750500200518499
ROS,0.82135674,0.8829639889196675,0.6971830985915493,0.7910997179592257
ROS,0.82135674,0.7407663896583564,0.5845070422535211,0.6634998257790089
ROS,0.82135674,0.853185595567867,0.7887323943661971,0.8213150068921384
ROS,0.82135674,0.9238996614342876,0.5915492957746479,0.7595602399209321
ROS,0.82135674,0.9218990458602648,0.6338028169014085,0.7794422517679596
ROS,0.82135674,0.7251461988304093,0.647887323943662,0.6869435063782414
ROS,0.82135674,0.9031240381655894,0.8309859154929577,0.8674534369747346
ROS,0.82135674,0.2713911972914743,0.9366197183098592,0.6003310198831076
ROS,0.82135674,0.2713911972914743,0.9366197183098592,0.6003310198831076
ROS,0.82135674,0.2891658971991382,0.7394366197183099,0.5118141555103142
ROS,0.82135674,0.2686211141889812,0.9295774647887324,0.5954484492140333
SMOTE,0.82135674,0.935441674361342,0.2183098591549295,0.5808368962804367
SMOTE,0.82135674,0.9063558017851646,0.3309859154929577,0.6218489558793558
SMOTE,0.82135674,0.7298399507540781,0.6197183098591549,0.6753873951660797
SMOTE,0.82135674,0.8864265927977839,0.6056338028169014,0.7475811771202915
SMOTE,0.82135674,0.94559864573715,0.1690140845070422,0.5615958861931508
SMOTE,0.82135674,0.938211757463835,0.3028169014084507,0.6240239789444618
SMOTE,0.82135674,0.7185287780855648,0.6619718309859155,0.6905627009293978
SMOTE,0.82135674,0.9168205601723608,0.676056338028169,0.7977683277195459
SMOTE,0.82135674,0.27331486611265,0.9295774647887324,0.597821251454581
SMOTE,0.82135674,0.27331486611265,0.9295774647887324,0.597821251454581
SMOTE,0.82135674,0.2891658971991382,0.7394366197183099,0.5118141555103142
